VAA , Miser , 7 , 7 , 587 , 95
VAB , Generous , 7 , 5 , 536 , 70
VAC , Miser , 5 , 8 , 510 , 80
VAD , Geek , 9 , 7 , 742 , 65
VAE , Geek , 6 , 5 , 707 , 82
VAF , Generous , 5 , 5 , 536 , 74
VAG , Generous , 8 , 6 , 980 , 98
VAH , Generous , 8 , 9 , 747 , 60
VAI , Miser , 7 , 8 , 550 , 51
VAJ , Miser , 9 , 6 , 983 , 74
VAK , Generous , 9 , 10 , 541 , 54
VAL , Geek , 9 , 10 , 956 , 75
VAM , Generous , 10 , 8 , 922 , 59
VAN , Miser , 8 , 9 , 862 , 95
VAO , Miser , 6 , 5 , 755 , 74
VAP , Generous , 6 , 10 , 896 , 52
VAQ , Miser , 8 , 5 , 854 , 67
VAR , Miser , 8 , 9 , 670 , 81
VAS , Miser , 8 , 5 , 786 , 98
VAT , Geek , 10 , 7 , 614 , 55
VAU , Geek , 6 , 8 , 844 , 61
VAV , Generous , 9 , 5 , 752 , 100
VAW , Generous , 5 , 8 , 813 , 89
VAX , Geek , 6 , 8 , 639 , 76
VAY , Geek , 7 , 5 , 635 , 57
VAZ , Generous , 8 , 5 , 725 , 72
VBB , Geek , 10 , 8 , 689 , 52
VBC , Miser , 6 , 6 , 699 , 69
VBD , Miser , 7 , 9 , 597 , 97
VBE , Geek , 9 , 8 , 506 , 59
VBF , Miser , 8 , 5 , 708 , 97
VBG , Generous , 7 , 7 , 537 , 55
VBH , Generous , 7 , 7 , 509 , 86
VBI , Geek , 8 , 10 , 536 , 61
VBJ , Generous , 7 , 10 , 722 , 71
VBK , Generous , 8 , 7 , 508 , 54
VBL , Geek , 6 , 8 , 739 , 67
VBM , Miser , 6 , 9 , 628 , 71
VBN , Generous , 10 , 8 , 903 , 100
VBO , Miser , 5 , 5 , 647 , 99
VBP , Geek , 10 , 5 , 637 , 92
VBQ , Generous , 9 , 9 , 852 , 64
VBR , Geek , 9 , 5 , 962 , 96
VBS , Geek , 5 , 5 , 618 , 50
VBT , Generous , 8 , 5 , 568 , 88
VBU , Miser , 7 , 5 , 635 , 74
VBV , Generous , 8 , 8 , 940 , 77
VBW , Miser , 9 , 6 , 999 , 76
VBX , Miser , 6 , 6 , 759 , 55
VBY , Generous , 5 , 7 , 658 , 100
VBZ , Miser , 6 , 10 , 540 , 83
VCC , Generous , 9 , 8 , 681 , 82
VCD , Generous , 9 , 8 , 978 , 51
VCE , Generous , 9 , 8 , 692 , 67
VCF , Miser , 7 , 7 , 754 , 56
VCG , Generous , 9 , 6 , 650 , 62
VCH , Miser , 7 , 6 , 540 , 59
VCI , Geek , 5 , 7 , 556 , 92
VCJ , Generous , 6 , 9 , 958 , 82
VCK , Geek , 5 , 9 , 958 , 70
VCL , Generous , 7 , 9 , 680 , 82
VCM , Generous , 7 , 5 , 914 , 60
VCN , Generous , 10 , 8 , 529 , 53
VCO , Miser , 6 , 9 , 875 , 61
VCP , Generous , 5 , 5 , 527 , 50
VCQ , Geek , 10 , 10 , 660 , 58
VCR , Generous , 9 , 5 , 865 , 82
VCS , Geek , 6 , 10 , 792 , 97
VCT , Generous , 10 , 9 , 906 , 95
VCU , Geek , 10 , 7 , 767 , 75
VCV , Generous , 8 , 9 , 600 , 62
VCW , Generous , 10 , 6 , 683 , 98
VCX , Miser , 9 , 7 , 774 , 63
VCY , Miser , 6 , 8 , 983 , 56
VCZ , Miser , 9 , 8 , 924 , 53
VDD , Miser , 9 , 7 , 926 , 67
VDE , Miser , 9 , 10 , 742 , 78
VDF , Generous , 10 , 8 , 814 , 79
VDG , Generous , 5 , 10 , 952 , 94
VDH , Generous , 10 , 9 , 964 , 76
VDI , Generous , 10 , 8 , 784 , 72
VDJ , Miser , 5 , 10 , 914 , 99
VDK , Geek , 10 , 8 , 814 , 69
VDL , Generous , 5 , 9 , 868 , 68
VDM , Geek , 7 , 6 , 958 , 87
VDN , Generous , 5 , 8 , 991 , 83
VDO , Geek , 9 , 10 , 931 , 98
VDP , Generous , 8 , 6 , 663 , 62
VDQ , Miser , 9 , 5 , 825 , 69
VDR , Geek , 8 , 7 , 645 , 80
VDS , Miser , 8 , 5 , 736 , 67
VDT , Generous , 9 , 5 , 585 , 80
VDU , Generous , 8 , 7 , 909 , 98
VDV , Miser , 5 , 6 , 614 , 91
VDW , Generous , 8 , 8 , 658 , 64
VDX , Geek , 10 , 8 , 554 , 75
VDY , Generous , 6 , 10 , 714 , 80
VDZ , Generous , 8 , 10 , 526 , 72
VEE , Geek , 9 , 10 , 946 , 92
VEF , Miser , 5 , 5 , 666 , 78
VEG , Miser , 5 , 10 , 886 , 89
VEH , Geek , 9 , 5 , 962 , 94
VEI , Geek , 9 , 8 , 843 , 65
VEJ , Generous , 8 , 5 , 839 , 62
VEK , Geek , 5 , 9 , 915 , 64
VEL , Geek , 9 , 9 , 921 , 83
VEM , Geek , 7 , 6 , 784 , 57
VEN , Generous , 10 , 9 , 1000 , 76
VEO , Miser , 6 , 10 , 669 , 80
VEP , Miser , 7 , 8 , 844 , 89
VEQ , Generous , 6 , 5 , 786 , 57
VER , Generous , 9 , 8 , 859 , 88
VES , Generous , 10 , 7 , 638 , 70
VET , Miser , 10 , 10 , 859 , 57
VEU , Geek , 5 , 8 , 693 , 85
VEV , Generous , 8 , 7 , 781 , 58
VEW , Geek , 9 , 6 , 873 , 67
VEX , Miser , 10 , 6 , 886 , 91
VEY , Generous , 9 , 7 , 704 , 66
VEZ , Generous , 7 , 5 , 633 , 58
VFF , Miser , 6 , 10 , 693 , 68
VFG , Geek , 5 , 5 , 556 , 89
VFH , Miser , 9 , 6 , 626 , 98
VFI , Geek , 5 , 5 , 657 , 59
VFJ , Geek , 10 , 9 , 802 , 75
VFK , Miser , 9 , 9 , 631 , 83
VFL , Miser , 10 , 10 , 758 , 96
VFM , Geek , 5 , 6 , 626 , 91
VFN , Geek , 6 , 10 , 751 , 81
VFO , Geek , 7 , 5 , 576 , 86
VFP , Miser , 5 , 5 , 833 , 80
VFQ , Generous , 5 , 8 , 919 , 92
VFR , Generous , 5 , 8 , 690 , 93
VFS , Geek , 5 , 6 , 780 , 69
VFT , Geek , 6 , 8 , 804 , 96
VFU , Generous , 6 , 8 , 594 , 70
VFV , Miser , 8 , 6 , 722 , 77
VFW , Geek , 8 , 9 , 953 , 100
VFX , Geek , 10 , 8 , 895 , 77
VFY , Geek , 10 , 9 , 991 , 66
VFZ , Geek , 9 , 8 , 859 , 74
VGG , Generous , 10 , 7 , 819 , 57
VGH , Miser , 6 , 9 , 724 , 79
VGI , Geek , 6 , 7 , 609 , 89
VGJ , Miser , 9 , 10 , 606 , 78
VGK , Generous , 9 , 9 , 868 , 68
VGL , Geek , 7 , 7 , 742 , 50
VGM , Miser , 8 , 5 , 925 , 73
VGN , Generous , 5 , 6 , 737 , 97
VGO , Miser , 7 , 7 , 627 , 57
VGP , Geek , 10 , 10 , 925 , 95
VGQ , Geek , 5 , 9 , 920 , 89
VGR , Geek , 5 , 9 , 904 , 62
VGS , Geek , 10 , 9 , 646 , 95
VGT , Miser , 5 , 8 , 855 , 83
VGU , Miser , 10 , 6 , 679 , 92
VGV , Miser , 7 , 10 , 729 , 73
VGW , Miser , 5 , 9 , 763 , 78
VGX , Generous , 8 , 9 , 983 , 91
VGY , Geek , 7 , 8 , 755 , 94
VGZ , Miser , 8 , 5 , 713 , 58
VHH , Generous , 6 , 6 , 959 , 98
VHI , Geek , 9 , 8 , 811 , 58
VHJ , Miser , 8 , 7 , 645 , 54
VHK , Generous , 5 , 6 , 964 , 99
VHL , Generous , 6 , 9 , 927 , 73
VHM , Generous , 10 , 10 , 613 , 71
VHN , Generous , 9 , 7 , 715 , 79
VHO , Miser , 7 , 9 , 563 , 94
VHP , Miser , 5 , 8 , 683 , 73
VHQ , Generous , 9 , 5 , 800 , 69
VHR , Geek , 10 , 8 , 791 , 87
VHS , Geek , 7 , 9 , 568 , 61
VHT , Geek , 6 , 6 , 948 , 99
VHU , Generous , 6 , 9 , 736 , 62
VHV , Generous , 8 , 6 , 783 , 93
VHW , Generous , 6 , 8 , 835 , 99
VHX , Geek , 6 , 9 , 925 , 90
VHY , Miser , 10 , 7 , 573 , 94
VHZ , Generous , 5 , 5 , 815 , 79
VII , Generous , 7 , 10 , 938 , 67
VIJ , Geek , 6 , 7 , 531 , 69
VIK , Generous , 5 , 7 , 543 , 64
VIL , Generous , 6 , 5 , 989 , 54
VIM , Miser , 8 , 5 , 536 , 88
VIN , Miser , 7 , 5 , 830 , 74
VIO , Geek , 10 , 5 , 501 , 79
VIP , Miser , 5 , 7 , 989 , 62
VIQ , Miser , 7 , 9 , 929 , 96
VIR , Generous , 7 , 5 , 799 , 52
VIS , Generous , 5 , 8 , 800 , 71
VIT , Geek , 8 , 8 , 925 , 91
VIU , Generous , 10 , 7 , 991 , 80
VIV , Generous , 10 , 7 , 687 , 80
VIW , Miser , 10 , 5 , 720 , 53
VIX , Geek , 5 , 8 , 592 , 80
VIY , Miser , 7 , 6 , 921 , 50
VIZ , Geek , 9 , 6 , 740 , 70
VJJ , Generous , 7 , 6 , 926 , 51
VJK , Geek , 8 , 10 , 847 , 60
VJL , Geek , 7 , 6 , 557 , 73
VJM , Geek , 10 , 10 , 781 , 92
VJN , Miser , 9 , 5 , 712 , 100
VJO , Generous , 7 , 6 , 802 , 58
VJP , Miser , 9 , 10 , 925 , 88
VJQ , Miser , 10 , 10 , 583 , 55
VJR , Generous , 7 , 5 , 635 , 50
VJS , Geek , 10 , 8 , 826 , 53
VJT , Generous , 8 , 9 , 726 , 77
VJU , Generous , 10 , 10 , 685 , 97
VJV , Geek , 5 , 9 , 876 , 73
VJW , Generous , 10 , 10 , 780 , 88
VJX , Miser , 10 , 10 , 560 , 53
VJY , Miser , 5 , 6 , 846 , 100
VJZ , Generous , 10 , 8 , 572 , 74
VKK , Miser , 9 , 8 , 515 , 98
VKL , Geek , 10 , 9 , 538 , 66
VKM , Geek , 6 , 9 , 862 , 97
VKN , Generous , 10 , 10 , 522 , 73
VKO , Miser , 6 , 7 , 525 , 73
VKP , Miser , 5 , 7 , 822 , 53
VKQ , Geek , 10 , 6 , 916 , 71
VKR , Miser , 8 , 9 , 975 , 61
VKS , Miser , 6 , 5 , 999 , 57
VKT , Geek , 8 , 8 , 685 , 64
VKU , Generous , 6 , 6 , 789 , 62
VKV , Geek , 6 , 6 , 669 , 71
VKW , Generous , 7 , 8 , 825 , 67
VKX , Generous , 7 , 7 , 955 , 84
VKY , Geek , 9 , 5 , 842 , 55
VKZ , Geek , 6 , 9 , 832 , 87
VLL , Generous , 6 , 7 , 842 , 53
VLM , Generous , 7 , 10 , 895 , 76
VLN , Miser , 9 , 9 , 590 , 62
VLO , Generous , 5 , 7 , 540 , 65
VLP , Generous , 6 , 6 , 532 , 76
VLQ , Geek , 6 , 9 , 905 , 69
VLR , Geek , 7 , 5 , 782 , 82
VLS , Miser , 6 , 5 , 941 , 72
VLT , Geek , 6 , 10 , 918 , 85
VLU , Generous , 10 , 10 , 785 , 90
VLV , Miser , 10 , 8 , 505 , 99
VLW , Miser , 9 , 10 , 585 , 97
VLX , Generous , 6 , 9 , 643 , 76
VLY , Generous , 5 , 9 , 567 , 56
VLZ , Geek , 9 , 7 , 761 , 55
VMM , Geek , 6 , 6 , 792 , 91
VMN , Generous , 7 , 10 , 870 , 97
VMO , Generous , 7 , 8 , 940 , 50
VMP , Miser , 6 , 10 , 595 , 50
VMQ , Geek , 5 , 8 , 945 , 85
VMR , Generous , 6 , 5 , 918 , 64
VMS , Miser , 8 , 6 , 911 , 100
VMT , Miser , 6 , 8 , 872 , 67
VMU , Miser , 10 , 6 , 882 , 64
VMV , Geek , 10 , 8 , 838 , 100
VMW , Miser , 10 , 7 , 810 , 81
VMX , Miser , 10 , 5 , 848 , 89
VMY , Geek , 9 , 6 , 674 , 63
VMZ , Geek , 6 , 8 , 782 , 85
VNN , Geek , 8 , 7 , 573 , 93
VNO , Generous , 9 , 9 , 546 , 53
VNP , Miser , 10 , 9 , 755 , 80
VNQ , Geek , 8 , 10 , 619 , 61
VNR , Generous , 6 , 6 , 755 , 85
VNS , Miser , 8 , 8 , 818 , 56
VNT , Geek , 5 , 8 , 610 , 79
VNU , Geek , 5 , 8 , 722 , 67
VNV , Generous , 9 , 9 , 631 , 96
VNW , Generous , 9 , 5 , 814 , 66
VNX , Geek , 9 , 7 , 632 , 90
VNY , Generous , 6 , 10 , 611 , 75
VNZ , Miser , 7 , 6 , 741 , 56
VOO , Miser , 8 , 8 , 894 , 81
VOP , Generous , 7 , 8 , 520 , 83
VOQ , Generous , 7 , 7 , 916 , 94
VOR , Generous , 7 , 5 , 636 , 64
VOS , Geek , 8 , 6 , 880 , 75
VOT , Geek , 5 , 8 , 756 , 93
VOU , Miser , 10 , 7 , 928 , 77
VOV , Generous , 8 , 6 , 765 , 89
VOW , Generous , 8 , 5 , 809 , 53
VOX , Geek , 10 , 10 , 986 , 57
VOY , Miser , 5 , 6 , 891 , 100
VOZ , Geek , 7 , 5 , 662 , 59
VPP , Geek , 7 , 6 , 708 , 73
VPQ , Geek , 5 , 8 , 707 , 57
VPR , Miser , 10 , 5 , 682 , 84
VPS , Miser , 9 , 5 , 689 , 94
VPT , Generous , 9 , 8 , 839 , 51
VPU , Miser , 8 , 5 , 783 , 100
VPV , Generous , 8 , 10 , 968 , 65
VPW , Generous , 5 , 8 , 804 , 81
VPX , Miser , 10 , 9 , 626 , 57
VPY , Miser , 6 , 9 , 638 , 73
VPZ , Generous , 5 , 9 , 888 , 65
VQQ , Geek , 6 , 10 , 815 , 98
VQR , Generous , 10 , 10 , 726 , 50
VQS , Geek , 7 , 5 , 533 , 63
VQT , Generous , 6 , 8 , 551 , 75
VQU , Miser , 8 , 7 , 951 , 61
VQV , Geek , 5 , 10 , 966 , 51
VQW , Miser , 9 , 8 , 773 , 69
VQX , Generous , 10 , 6 , 765 , 59
VQY , Geek , 9 , 7 , 500 , 90
VQZ , Miser , 7 , 8 , 925 , 53
VRR , Geek , 10 , 7 , 956 , 51
VRS , Generous , 10 , 9 , 564 , 93
VRT , Geek , 7 , 10 , 716 , 80
VRU , Generous , 7 , 10 , 841 , 83
VRV , Generous , 7 , 9 , 977 , 58
VRW , Generous , 10 , 10 , 957 , 78
VRX , Generous , 6 , 9 , 896 , 81
VRY , Geek , 10 , 6 , 813 , 84
VRZ , Geek , 9 , 8 , 687 , 84
VSS , Generous , 5 , 9 , 721 , 66
VST , Generous , 8 , 6 , 663 , 98
VSU , Generous , 10 , 5 , 580 , 51
VSV , Generous , 5 , 10 , 638 , 54
VSW , Generous , 8 , 6 , 640 , 54
VSX , Geek , 7 , 10 , 686 , 66
VSY , Generous , 10 , 7 , 803 , 90
VSZ , Generous , 10 , 10 , 967 , 50
VTT , Geek , 5 , 10 , 708 , 64
VTU , Miser , 5 , 5 , 755 , 93
VTV , Geek , 10 , 6 , 959 , 57
VTW , Miser , 8 , 5 , 587 , 63
VTX , Miser , 10 , 9 , 932 , 79
VTY , Miser , 6 , 7 , 958 , 65
VTZ , Miser , 10 , 6 , 933 , 80
VUU , Geek , 10 , 6 , 952 , 59
VUV , Geek , 10 , 10 , 876 , 62
VUW , Generous , 10 , 9 , 850 , 62
VUX , Miser , 7 , 10 , 681 , 68
VUY , Miser , 6 , 6 , 575 , 53
VUZ , Geek , 5 , 10 , 823 , 96
VVV , Miser , 9 , 9 , 922 , 87
VVW , Geek , 7 , 6 , 943 , 62
VVX , Geek , 5 , 5 , 663 , 70
VVY , Generous , 6 , 8 , 939 , 64
VVZ , Miser , 6 , 6 , 674 , 96
VWW , Generous , 10 , 5 , 567 , 64
VWX , Geek , 7 , 8 , 669 , 78
VWY , Miser , 6 , 6 , 918 , 74
VWZ , Miser , 6 , 8 , 597 , 91
VXX , Miser , 7 , 5 , 555 , 53
VXY , Miser , 5 , 10 , 594 , 53
VXZ , Generous , 5 , 5 , 573 , 94
VYY , Miser , 6 , 10 , 855 , 56
VYZ , Geek , 6 , 9 , 908 , 86
VZZ , Generous , 5 , 9 , 763 , 69